11;
1175.576174;0
1149.348799;3.645682837
1130.968693;6.652847934
1117.000325;9.739813472
1104.25229;12.91997881
1084.592022;16.32137825
1042.862571;20.03817197
1009.805718;23.78351465
978.4228746;27.67850077
949.9987451;31.32025738
915.273064;35.01871769
882.7849091;38.86801461
853.6892942;43.04572496
822.6236422;46.88749234
792.1704913;51.39622567
766.4353388;55.89379354
744.8952531;60.37689219
710.8095197;66.84735616
677.4316754;75.48722465
662.248924;82.78820079
651.5191938;90.16197159
654.7759318;94.80510464
656.3584108;100.1550016
667.8673697;105.5555641
686.0812326;112.1426578
698.9598945;116.8957873
720.9740742;121.7186727
737.989273;127.5061875
753.3609661;131.1806596
775.2649134;135.3984203
790.237872;140.6399743
811.787712;145.1148936
840.6864148;150.2727538
850.5768789;155.0419846
863.7548512;159.6100031
878.5700784;163.9452172
884.3775563;167.9242994
880.3591395;171.7008792
884.5278063;175.5177219
891.5473604;180
