;0;5;10;15;20;25;30;35;40;45;50;55;60;65;70;75;80;85;90;95;100;105;110;115;120;125;130;135;140;145;150;155;160;165;170;175;180;185;190;195;200;205;210;215;220;225;230;235;240;245;250;255;260;265;270;275;280;285;290;295;300;305;310;315;320;325;330;335;340;345;350;355
0;0.000222233;0.000217243;0.000211329;0.000206045;0.000205168;0.000204147;0.000202483;0.000201547;0.000196526;0.000189714;0.000188439;0.000191338;0.000193572;0.000196366;0.000194852;0.000192504;0.000193921;0.000191897;0.000189416;0.000188013;0.000184194;0.00017938;0.000178319;0.000178496;0.000175169;0.000172337;0.000170632;0.000170919;0.000171345;0.000168309;0.000166372;0.000166023;0.000163757;0.000163027;0.000164836;0.000166169;0.000170587;0.000179032;0.000185506;0.00018733;0.00018977;0.000198211;0.000209128;0.000217318;0.000221224;0.000225227;0.000232729;0.000237832;0.000235495;0.000234109;0.000241503;0.000249822;0.000252691;0.000250873;0.000248999;0.00024654;0.000241706;0.000240931;0.000244144;0.000247215;0.000246925;0.000242792;0.000239445;0.000237135;0.000235716;0.000238366;0.000242635;0.000245385;0.000247833;0.00024459;0.000234737;0.000227152
1;0.000378445;0.000368281;0.000358866;0.000350169;0.000340759;0.000333671;0.000334315;0.000334349;0.00032744;0.000322374;0.000325495;0.000333962;0.000340454;0.000342034;0.00034009;0.000339717;0.000340454;0.000339374;0.000337312;0.000330795;0.000322957;0.000317074;0.00031133;0.000304385;0.000297741;0.000293578;0.0002906;0.000291389;0.000291336;0.000286418;0.00028499;0.00028901;0.000291854;0.000290041;0.000286702;0.000288333;0.000297218;0.000309874;0.00032203;0.000330024;0.000336733;0.000346262;0.000358215;0.00037476;0.000393997;0.000410705;0.000424508;0.000433281;0.000434543;0.000437466;0.00044796;0.00045585;0.000454265;0.000447338;0.000441734;0.000435437;0.000425965;0.000416616;0.000408447;0.000406502;0.000407458;0.000404193;0.00040374;0.000405272;0.000406044;0.000411309;0.000416219;0.000418308;0.000419337;0.000413226;0.000400861;0.000389039
2;0.000535329;0.000521123;0.000511273;0.000496699;0.00048194;0.000474613;0.000476955;0.000478134;0.00047388;0.000475061;0.000482396;0.000490443;0.000498431;0.00050212;0.000501591;0.000501806;0.000501451;0.000502694;0.000502408;0.00049231;0.000482384;0.000477319;0.000471127;0.000466727;0.00046437;0.000461702;0.000460031;0.000462099;0.000463331;0.000460556;0.000460644;0.00046605;0.000474464;0.000475594;0.000470449;0.000474886;0.000486326;0.000498578;0.000511697;0.000521247;0.000530046;0.000542778;0.000561114;0.000585778;0.000614348;0.000641209;0.000660737;0.000674423;0.000687226;0.0007015;0.000716626;0.000725485;0.000722906;0.000717174;0.000707916;0.000687034;0.000662472;0.000644649;0.000630733;0.000621061;0.00061652;0.000613245;0.000611232;0.000605729;0.00060051;0.000601334;0.000606105;0.000613069;0.000613276;0.000601663;0.000583534;0.000559882
3;0.000673176;0.000648846;0.000630419;0.000609857;0.000597288;0.00059532;0.000597973;0.000599736;0.000598539;0.000601113;0.000606814;0.000610344;0.000617493;0.000625942;0.000629055;0.000632717;0.000639472;0.000645903;0.000648456;0.000644438;0.00064191;0.000642024;0.000642187;0.000651041;0.000659819;0.00066128;0.000663881;0.000668728;0.000673711;0.000677387;0.000679204;0.000682753;0.000692381;0.000697888;0.000699268;0.000706153;0.000710225;0.000711608;0.000717189;0.000728198;0.000746282;0.000770246;0.000798585;0.000826339;0.000853465;0.000883849;0.000912058;0.000936181;0.000961299;0.000991551;0.001023026;0.001042613;0.001051122;0.001058392;0.001051213;0.001017484;0.000979855;0.000962195;0.00095508;0.000940357;0.000916668;0.000894479;0.000873692;0.000846751;0.000819168;0.000798464;0.000791553;0.000797023;0.000797893;0.000780874;0.000748893;0.000710238
4;0.000822895;0.000784519;0.000748401;0.000719312;0.000709357;0.00071306;0.000716174;0.000715051;0.000713355;0.000718919;0.000728473;0.000735138;0.000746332;0.000759842;0.000766882;0.000779688;0.000802371;0.000818849;0.000825967;0.000831456;0.000843212;0.00085622;0.000867818;0.000885792;0.000898266;0.000904545;0.000912015;0.00091717;0.000924353;0.000934539;0.00094071;0.00094148;0.000942;0.000942063;0.000944596;0.000946102;0.000939083;0.000929675;0.000926164;0.000936762;0.000962337;0.000995943;0.001029557;0.001057933;0.001086898;0.001124051;0.00117104;0.001217196;0.001258852;0.001311998;0.001367624;0.001413181;0.001459627;0.001501595;0.001516549;0.001493217;0.001458579;0.001442326;0.001433462;0.001409165;0.001363563;0.001303661;0.001234975;0.001167247;0.001102655;0.001042911;0.000999662;0.000977975;0.000970761;0.000955123;0.000917122;0.000867977
5;0.000943946;0.000897645;0.000851966;0.000817537;0.000805836;0.000808586;0.000811085;0.000811189;0.000816199;0.000833805;0.000856645;0.000875687;0.000895813;0.000916354;0.00093066;0.000953749;0.000989928;0.001019989;0.001041049;0.001059896;0.001084949;0.001110003;0.001128687;0.001149062;0.001163956;0.001177914;0.001194236;0.001200378;0.0012046;0.001215978;0.001220356;0.001211045;0.001200163;0.001187005;0.001171275;0.001157531;0.001142744;0.001127375;0.001115304;0.001111401;0.001118434;0.001138489;0.001163424;0.001186061;0.001217293;0.001263233;0.001328105;0.00139979;0.001468102;0.001552128;0.001646149;0.001743036;0.001851011;0.001956602;0.002032446;0.002054766;0.002033214;0.00200751;0.001992704;0.001958614;0.001884391;0.00177291;0.001640558;0.001517832;0.001404481;0.001297073;0.00120846;0.00114416;0.001106484;0.001081678;0.001045024;0.000993667
6;0.000993507;0.000951911;0.000910568;0.00087563;0.000855929;0.000851465;0.000854534;0.000863365;0.000882634;0.000913068;0.00094937;0.000986469;0.001023696;0.001061299;0.001093911;0.001131386;0.001177283;0.001221392;0.001265219;0.001302647;0.001333607;0.001361212;0.001381634;0.001405589;0.001435132;0.001467867;0.001498598;0.001505541;0.001500301;0.001500206;0.001487884;0.001465804;0.001449609;0.00142396;0.001380898;0.001335955;0.001294281;0.001257173;0.001223983;0.001192518;0.001170306;0.001165125;0.001169738;0.001172655;0.001186087;0.001223123;0.001285759;0.001366396;0.001452443;0.0015594;0.001699609;0.001860596;0.002033714;0.002216637;0.00238338;0.002483847;0.0024962;0.002474491;0.002476452;0.002455088;0.002353363;0.002183047;0.001989229;0.001811123;0.001646077;0.001495482;0.001373564;0.0012736;0.001193268;0.001140287;0.001095108;0.001041523
7;0.000960932;0.000929577;0.00089666;0.000864838;0.000844176;0.000837789;0.000841014;0.00085791;0.000895551;0.000945993;0.000999;0.001053155;0.001108899;0.001166857;0.001220368;0.001273263;0.001331837;0.001394064;0.001460029;0.001514475;0.001553225;0.001588571;0.00161741;0.001648097;0.001691158;0.001739392;0.001778884;0.001788351;0.001773764;0.00175266;0.001723023;0.001688525;0.001655488;0.001610116;0.001540931;0.001457983;0.001371616;0.001290644;0.001216736;0.001152767;0.001111557;0.001086957;0.001064855;0.001040937;0.001023039;0.001027892;0.001062779;0.001120336;0.001193135;0.001297016;0.001444056;0.001627496;0.001844613;0.002092202;0.002341821;0.002530832;0.002613648;0.00264374;0.002692355;0.002706566;0.002613846;0.002417473;0.002172014;0.001939546;0.001735042;0.001557265;0.001413857;0.00129441;0.001192505;0.001121692;0.001064797;0.001005229
8;0.000854935;0.000826681;0.00080101;0.000778522;0.000771152;0.000777411;0.000789157;0.000812145;0.00086227;0.000933172;0.001005371;0.001077583;0.001151829;0.001227648;0.00129733;0.001364579;0.00144134;0.001521167;0.001599515;0.001667646;0.001718572;0.001762426;0.001799718;0.001839796;0.001891087;0.001935844;0.001966315;0.001978183;0.001962203;0.001927453;0.001886489;0.001838863;0.001783663;0.001707718;0.001604243;0.001491132;0.001378354;0.001264612;0.001148938;0.001048836;0.000980791;0.000926599;0.000872269;0.000827037;0.000791733;0.000770535;0.000771761;0.000788886;0.000826885;0.00090118;0.001008144;0.001150794;0.001345982;0.00159261;0.001866482;0.002113331;0.002277699;0.002394626;0.002511129;0.002568368;0.002513681;0.002339415;0.002082556;0.001828088;0.001614331;0.001434926;0.001289361;0.001174367;0.001082383;0.00101184;0.000952592;0.000897248
9;0.000696694;0.000673592;0.000656485;0.000644446;0.000651222;0.000677447;0.000706175;0.000733256;0.000783669;0.000861553;0.000949317;0.001043285;0.001140572;0.001237728;0.001328522;0.001419074;0.001516997;0.001602046;0.001674344;0.001746897;0.001804579;0.00184636;0.001881115;0.001921246;0.001972309;0.002007022;0.002027094;0.002040228;0.002026189;0.001990294;0.001943703;0.001884143;0.001813208;0.001714221;0.001581848;0.001445246;0.001315225;0.001178142;0.00103471;0.000910554;0.000815558;0.000734678;0.000663093;0.000607776;0.000566865;0.000537357;0.000519614;0.000512178;0.00052339;0.000559073;0.000613637;0.000692446;0.000809536;0.000975239;0.001189103;0.001417785;0.001614296;0.00179065;0.001960959;0.002060745;0.002046826;0.001922397;0.00172077;0.001507657;0.001318828;0.001162884;0.001044325;0.000957748;0.00088986;0.000826879;0.000771773;0.00073014
10;0.000521516;0.00050941;0.000501525;0.000498546;0.000512973;0.000549166;0.000588009;0.00062261;0.000676767;0.00075473;0.000845692;0.000952946;0.00107488;0.00119755;0.001311261;0.001426066;0.001539749;0.001622026;0.001681867;0.001745668;0.001800671;0.001842617;0.001871352;0.001897464;0.001934989;0.001959666;0.001974048;0.001986263;0.001974346;0.001943788;0.001902048;0.001835707;0.001747756;0.001637435;0.001498837;0.001347708;0.001190445;0.001026414;0.000872065;0.00074493;0.000644635;0.000561296;0.000493251;0.000438882;0.000394805;0.000362893;0.00034114;0.000328934;0.000329431;0.000340724;0.000360439;0.000390334;0.000436416;0.000514257;0.000633196;0.000777362;0.000926931;0.001086706;0.00125297;0.001369507;0.00138926;0.001325308;0.001215056;0.001084855;0.000950169;0.000832921;0.000749764;0.000694639;0.000651558;0.000606109;0.000563423;0.000537805
11;0.00036708;0.000363411;0.000362889;0.000366802;0.000381625;0.000414068;0.00045542;0.000499872;0.000559128;0.000634057;0.000724433;0.000841331;0.000978041;0.001117394;0.00124922;0.001375937;0.00149153;0.00157268;0.001630539;0.001683007;0.001724136;0.001758409;0.001779776;0.001798973;0.001826876;0.001837567;0.001835682;0.001838419;0.001831659;0.001810228;0.001775429;0.001712499;0.001622803;0.001510605;0.001369895;0.001207188;0.001034875;0.000867429;0.00071844;0.000595156;0.000499115;0.000424056;0.000364045;0.000313423;0.000270675;0.000240526;0.000220032;0.00020901;0.000207812;0.000211437;0.000217864;0.000224327;0.000235212;0.000264653;0.000315891;0.000380016;0.000454593;0.000548107;0.000658102;0.000747024;0.000776263;0.000759071;0.000726432;0.000677877;0.000608077;0.000531526;0.000472727;0.000437903;0.000415263;0.000395043;0.00037655;0.000369096
12;0.000243323;0.000246195;0.000250721;0.000255971;0.000267249;0.00029237;0.000332522;0.000380201;0.000435662;0.000506429;0.000602196;0.000725157;0.000860064;0.000997959;0.001134871;0.001262012;0.001373054;0.001454092;0.001510662;0.001558238;0.001587239;0.001597054;0.001598192;0.001611469;0.001637495;0.001643222;0.001627783;0.001619873;0.001619506;0.0016084;0.001578065;0.001526962;0.001455899;0.001351863;0.001211504;0.001049272;0.000881085;0.000723506;0.000587074;0.000474674;0.000385606;0.000318233;0.000264713;0.000218355;0.000182366;0.000157086;0.000138955;0.000130237;0.000128066;0.000127938;0.000130146;0.000131988;0.000134209;0.00014405;0.000163612;0.00018689;0.000212982;0.000250093;0.000301115;0.000348052;0.000367711;0.000368881;0.000370691;0.0003657;0.000340883;0.000300066;0.000264531;0.000245308;0.000237244;0.000235402;0.000235665;0.000239462
