40;;35;;30;;25;;20;;15;;10;;5;
38.08358545;109.8391465;29.6607956;110.9736177;26.47162145;120.387652;14.13901782;132.3641158;0.853876771;180;;;;;;
39.64896352;110.1951695;28.49089878;114.2624918;25.53369898;123.0211902;12.92838021;136.1242466;;;;;;;;
38.50110733;112.2882256;27.45096138;117.7357583;24.36718455;125.8602559;11.70991862;140.0285705;;;;;;;;
37.51567522;114.733763;26.40298773;120.9941705;23.23369049;128.7696932;10.53155846;144.2349041;;;;;;;;
36.48872952;117.5566765;25.20677617;123.7755936;21.98834941;131.4651351;9.243970189;148.5066611;;;;;;;;
35.49851023;120.3258271;24.07486284;126.6922751;20.68005311;134.1043416;7.98425;153.2169931;;;;;;;;
34.31203699;122.5939771;23.13167329;130.1213505;18.06616838;140.4209102;6.602510593;158.245016;;;;;;;;
33.14827778;124.8873968;23.86003233;133.2515661;16.80289535;143.2718276;5.185023633;163.9431033;;;;;;;;
32.07146344;127.3307703;24.4312597;135.3137142;15.43094664;146.3641734;3.803126301;170.6529502;;;;;;;;
31.06952026;129.8897372;25.8035292;139.7437695;14.13373525;149.7919267;2.33661698;180;;;;;;;;
29.82090518;132.0426486;24.82959791;141.9646407;12.66068247;153.2511088;;;;;;;;;;
28.57616364;134.246784;23.41688317;144.2555952;11.19974594;157.0866396;;;;;;;;;;
27.32264513;136.6338464;22.0818327;146.7697788;9.657471757;161.2853462;;;;;;;;;;
26.30412328;139.1354316;20.82021149;149.5059682;7.818953462;165.8376097;;;;;;;;;;
25.07906488;141.551106;19.22504691;152.0447516;5.982459143;171.3338917;;;;;;;;;;
23.70766743;143.8725827;17.60672791;154.7873723;4.088291686;178.1658445;;;;;;;;;;
22.34275652;146.3246007;16.04407908;157.8533911;3.525842751;180;;;;;;;;;;
21.01444215;148.9583162;14.4287156;161.1934598;;;;;;;;;;;;
19.53232216;151.585759;12.37655996;164.3877399;;;;;;;;;;;;
17.88825067;154.2570427;10.1474946;169.0949943;;;;;;;;;;;;
16.29703552;157.2451306;8.355679001;173.3958558;;;;;;;;;;;;
14.69547307;160.5364192;6.232027757;178.6861213;;;;;;;;;;;;
12.67941719;163.906362;5.705835199;180;;;;;;;;;;;;
10.66241958;167.8678862;;;;;;;;;;;;;;
9.062081072;172.7888145;;;;;;;;;;;;;;
7.870082502;178.5950314;;;;;;;;;;;;;;
7.50015306;180;;;;;;;;;;;;;;
