35;;30;;25;;20;;15;;10;;5;
0;0;0;0;0;0;0;0;0;0;0;0;0;0
21.27142013;116.0551811;7.627114143;154.1793574;;;;;;;;;;
20.88070346;118.8300197;6.874483754;158.5301222;;;;;;;;;;
20.37602049;120.9469449;6.159089133;163.8436474;;;;;;;;;;
18.92639931;125.7591809;5.876242541;171.0162246;;;;;;;;;;
18.53837385;127.0197159;5.774705177;180;;;;;;;;;;
18.01669744;129.081893;;;;;;;;;;;;
17.52221472;131.2709271;;;;;;;;;;;;
17.06905465;133.6310224;;;;;;;;;;;;
16.53974442;135.7593461;;;;;;;;;;;;
15.86217908;137.4642314;;;;;;;;;;;;
15.2052083;139.3339966;;;;;;;;;;;;
14.56873122;141.3762326;;;;;;;;;;;;
13.96631085;143.6401376;;;;;;;;;;;;
13.38232006;146.084976;;;;;;;;;;;;
12.8165581;148.7209348;;;;;;;;;;;;
12.1945136;151.3729196;;;;;;;;;;;;
11.488999;154.0306435;;;;;;;;;;;;
10.82116858;157.043252;;;;;;;;;;;;
10.17170297;160.4023711;;;;;;;;;;;;
9.578835868;164.2226027;;;;;;;;;;;;
9.320598393;168.8664456;;;;;;;;;;;;
9.24598712;173.8150491;;;;;;;;;;;;
9.171453496;180;;;;;;;;;;;;
